"","ID","Instrument.Serial.Num","Reading..","Date","Time","Method.Name","User.Factor.Name","Test.Label","Collimation.Status","Latitude","Longitude","Units","Mg.Compound","Mg.Compound.Level","Mg.Compound.Error","Mg.Concentration","Mg.Error1s","Al.Compound","Al.Compound.Level","Al.Compound.Error","Al.Concentration","Al.Error1s","Si.Compound","Si.Compound.Level","Si.Compound.Error","Si.Concentration","Si.Error1s","P.Compound","P.Compound.Level","P.Compound.Error","P.Concentration","P.Error1s","S.Compound","S.Compound.Level","S.Compound.Error","S.Concentration","S.Error1s","K.Compound","K.Compound.Level","K.Compound.Error","K.Concentration","K.Error1s","Ca.Compound","Ca.Compound.Level","Ca.Compound.Error","Ca.Concentration","Ca.Error1s","Ti.Compound","Ti.Compound.Level","Ti.Compound.Error","Ti.Concentration","Ti.Error1s","V.Compound","V.Compound.Level","V.Compound.Error","V.Concentration","V.Error1s","Cr.Compound","Cr.Compound.Level","Cr.Compound.Error","Cr.Concentration","Cr.Error1s","Mn.Compound","Mn.Compound.Level","Mn.Compound.Error","Mn.Concentration","Mn.Error1s","Fe.Compound","Fe.Compound.Level","Fe.Compound.Error","Fe.Concentration","Fe.Error1s","Co.Compound","Co.Compound.Level","Co.Compound.Error","Co.Concentration","Co.Error1s","Ni.Compound","Ni.Compound.Level","Ni.Compound.Error","Ni.Concentration","Ni.Error1s","Cu.Compound","Cu.Compound.Level","Cu.Compound.Error","Cu.Concentration","Cu.Error1s","Zn.Compound","Zn.Compound.Level","Zn.Compound.Error","Zn.Concentration","Zn.Error1s","As.Compound","As.Compound.Level","As.Compound.Error","As.Concentration","As.Error1s","Se.Compound","Se.Compound.Level","Se.Compound.Error","Se.Concentration","Se.Error1s","Rb.Compound","Rb.Compound.Level","Rb.Compound.Error","Rb.Concentration","Rb.Error1s","Sr.Compound","Sr.Compound.Level","Sr.Compound.Error","Sr.Concentration","Sr.Error1s","Y.Compound","Y.Compound.Level","Y.Compound.Error","Y.Concentration","Y.Error1s","Zr.Compound","Zr.Compound.Level","Zr.Compound.Error","Zr.Concentration","Zr.Error1s","Nb.Compound","Nb.Compound.Level","Nb.Compound.Error","Nb.Concentration","Nb.Error1s","Mo.Compound","Mo.Compound.Level","Mo.Compound.Error","Mo.Concentration","Mo.Error1s","Ag.Compound","Ag.Compound.Level","Ag.Compound.Error","Ag.Concentration","Ag.Error1s","Cd.Compound","Cd.Compound.Level","Cd.Compound.Error","Cd.Concentration","Cd.Error1s","Sn.Compound","Sn.Compound.Level","Sn.Compound.Error","Sn.Concentration","Sn.Error1s","Sb.Compound","Sb.Compound.Level","Sb.Compound.Error","Sb.Concentration","Sb.Error1s","W.Compound","W.Compound.Level","W.Compound.Error","W.Concentration","W.Error1s","Au.Compound","Au.Compound.Level","Au.Compound.Error","Au.Concentration","Au.Error1s","Hg.Compound","Hg.Compound.Level","Hg.Compound.Error","Hg.Concentration","Hg.Error1s","Pb.Compound","Pb.Compound.Level","Pb.Compound.Error","Pb.Concentration","Pb.Error1s","Bi.Compound","Bi.Compound.Level","Bi.Compound.Error","Bi.Concentration","Bi.Error1s","Th.Compound","Th.Compound.Level","Th.Compound.Error","Th.Concentration","Th.Error1s","U.Compound","U.Compound.Level","U.Compound.Error","U.Concentration","U.Error1s","LE.Compound","LE.Compound.Level","LE.Compound.Error","LE.Concentration","LE.Error1s","Notes","Operator","Project.No","Sample.ID","Sample.Type"
"405",369,800888,5,"2019-10-07","12:28:53","geoChem-Extra-CoFix",NA,5,"No",NA,NA,"PPM",NA,NA,NA,0,4588,NA,NA,NA,45493,566,NA,NA,NA,209440,614,NA,NA,NA,1779,51,NA,NA,NA,1402,30,NA,NA,NA,25881,82,NA,NA,NA,10659,41,NA,NA,NA,1769,64,NA,NA,NA,195,10,NA,NA,NA,0,16,NA,NA,NA,817,16,NA,NA,NA,5359,32,NA,NA,NA,0,14,NA,NA,NA,0,4,NA,NA,NA,11,2,NA,NA,NA,55,2,NA,NA,NA,4,1,NA,NA,NA,0,1,NA,NA,NA,240,2,NA,NA,NA,916,3,NA,NA,NA,23,1,NA,NA,NA,70,1,NA,NA,NA,9,1,NA,NA,NA,0,2,NA,NA,NA,0,8,NA,NA,NA,0,9,NA,NA,NA,0,13,NA,NA,NA,0,17,NA,NA,NA,0,7,NA,NA,NA,0,33,NA,NA,NA,0,3,NA,NA,NA,19,1,NA,NA,NA,0,6,NA,NA,NA,14,3,NA,NA,NA,5,1,NA,NA,NA,695840,871,"Twin Lakes obsd","nhw","geo","geo02","Chip"
"406",369,800888,6,"2019-10-07","12:31:28","geoChem-Extra-CoFix",NA,6,"No",NA,NA,"PPM",NA,NA,NA,0,3706,NA,NA,NA,0,636,NA,NA,NA,398213,910,NA,NA,NA,0,79,NA,NA,NA,0,64,NA,NA,NA,0,106,NA,NA,NA,0,80,NA,NA,NA,497,57,NA,NA,NA,34,9,NA,NA,NA,0,16,NA,NA,NA,50,9,NA,NA,NA,1976,20,NA,NA,NA,0,9,NA,NA,NA,0,4,NA,NA,NA,12,2,NA,NA,NA,7,1,NA,NA,NA,0,1,NA,NA,NA,0,1,NA,NA,NA,4,0,NA,NA,NA,5,0,NA,NA,NA,4,1,NA,NA,NA,8,1,NA,NA,NA,4,1,NA,NA,NA,9,1,NA,NA,NA,0,9,NA,NA,NA,0,10,NA,NA,NA,0,15,NA,NA,NA,0,19,NA,NA,NA,0,8,NA,NA,NA,0,34,NA,NA,NA,0,3,NA,NA,NA,0,2,NA,NA,NA,0,6,NA,NA,NA,13,2,NA,NA,NA,0,3,NA,NA,NA,599163,915,"Twin Lakes dark","nhw","geo","geo03","Chip"
"407",369,800888,7,"2019-10-07","12:33:55","geoChem-Extra-CoFix",NA,7,"No",NA,NA,"PPM",NA,NA,NA,0,2736,NA,NA,NA,3018,293,NA,NA,NA,416147,805,NA,NA,NA,0,62,NA,NA,NA,896,29,NA,NA,NA,0,83,NA,NA,NA,0,69,NA,NA,NA,670,52,NA,NA,NA,40,7,NA,NA,NA,0,13,NA,NA,NA,27,7,NA,NA,NA,559,10,NA,NA,NA,0,5,NA,NA,NA,0,4,NA,NA,NA,0,3,NA,NA,NA,4,1,NA,NA,NA,0,1,NA,NA,NA,0,1,NA,NA,NA,5,0,NA,NA,NA,6,0,NA,NA,NA,2,0,NA,NA,NA,2,1,NA,NA,NA,0,1,NA,NA,NA,0,2,NA,NA,NA,0,8,NA,NA,NA,0,9,NA,NA,NA,0,13,NA,NA,NA,0,16,NA,NA,NA,0,7,NA,NA,NA,0,29,NA,NA,NA,0,3,NA,NA,NA,3,1,NA,NA,NA,0,5,NA,NA,NA,0,4,NA,NA,NA,0,2,NA,NA,NA,578620,820,"Twin Lakes dark","nhw","geo","geo03","Chip"
"408",369,800888,8,"2019-10-07","12:38:06","geoChem-Extra-CoFix",NA,8,"No",NA,NA,"PPM",NA,NA,NA,0,3765,NA,NA,NA,72704,625,NA,NA,NA,278524,750,NA,NA,NA,0,92,NA,NA,NA,0,66,NA,NA,NA,14209,58,NA,NA,NA,25803,75,NA,NA,NA,3405,83,NA,NA,NA,83,10,NA,NA,NA,0,18,NA,NA,NA,611,16,NA,NA,NA,25583,90,NA,NA,NA,190,20,NA,NA,NA,35,3,NA,NA,NA,34,3,NA,NA,NA,65,2,NA,NA,NA,0,1,NA,NA,NA,0,1,NA,NA,NA,26,1,NA,NA,NA,784,3,NA,NA,NA,15,1,NA,NA,NA,143,2,NA,NA,NA,6,1,NA,NA,NA,5,1,NA,NA,NA,0,8,NA,NA,NA,0,10,NA,NA,NA,0,14,NA,NA,NA,0,18,NA,NA,NA,0,8,NA,NA,NA,0,34,NA,NA,NA,0,4,NA,NA,NA,10,1,NA,NA,NA,0,6,NA,NA,NA,21,3,NA,NA,NA,0,3,NA,NA,NA,577743,1055,"Gambier","nhw","geo","geo04","Chip"
"409",369,800888,9,"2019-10-07","12:41:04","geoChem-Extra-CoFix",NA,9,"No",NA,NA,"PPM",NA,NA,NA,0,6487,NA,NA,NA,59254,751,NA,NA,NA,232138,850,NA,NA,NA,0,147,NA,NA,NA,0,113,NA,NA,NA,16796,81,NA,NA,NA,21571,84,NA,NA,NA,3145,96,NA,NA,NA,87,12,NA,NA,NA,0,22,NA,NA,NA,515,18,NA,NA,NA,24076,108,NA,NA,NA,165,23,NA,NA,NA,40,4,NA,NA,NA,36,3,NA,NA,NA,55,2,NA,NA,NA,4,1,NA,NA,NA,0,1,NA,NA,NA,28,1,NA,NA,NA,684,4,NA,NA,NA,13,1,NA,NA,NA,140,2,NA,NA,NA,8,1,NA,NA,NA,15,1,NA,NA,NA,0,10,NA,NA,NA,0,12,NA,NA,NA,0,18,NA,NA,NA,0,22,NA,NA,NA,0,10,NA,NA,NA,0,41,NA,NA,NA,0,4,NA,NA,NA,8,1,NA,NA,NA,0,8,NA,NA,NA,36,4,NA,NA,NA,0,4,NA,NA,NA,641185,1242,"Gambier","nhw","geo","geo04","Chip"
"410",369,800888,10,"2019-10-07","12:43:24","geoChem-Extra-CoFix",NA,10,"No",NA,NA,"PPM",NA,NA,NA,0,3353,NA,NA,NA,76858,597,NA,NA,NA,295406,733,NA,NA,NA,0,82,NA,NA,NA,0,59,NA,NA,NA,14349,56,NA,NA,NA,23919,67,NA,NA,NA,3256,78,NA,NA,NA,94,9,NA,NA,NA,64,12,NA,NA,NA,630,16,NA,NA,NA,27681,90,NA,NA,NA,218,20,NA,NA,NA,55,3,NA,NA,NA,28,2,NA,NA,NA,61,2,NA,NA,NA,0,1,NA,NA,NA,0,1,NA,NA,NA,25,1,NA,NA,NA,742,3,NA,NA,NA,14,1,NA,NA,NA,141,1,NA,NA,NA,5,1,NA,NA,NA,0,2,NA,NA,NA,0,8,NA,NA,NA,0,9,NA,NA,NA,0,13,NA,NA,NA,0,17,NA,NA,NA,0,8,NA,NA,NA,0,32,NA,NA,NA,0,4,NA,NA,NA,9,1,NA,NA,NA,0,6,NA,NA,NA,16,3,NA,NA,NA,0,3,NA,NA,NA,556429,1018,"Gambier","nhw","geo","geo04","Chip"
"411",369,800888,11,"2019-10-07","12:48:10","geoChem-Extra-CoFix",NA,11,"No",NA,NA,"PPM",NA,NA,NA,0,3189,NA,NA,NA,87322,651,NA,NA,NA,297547,743,NA,NA,NA,1448,55,NA,NA,NA,0,55,NA,NA,NA,36019,103,NA,NA,NA,23577,70,NA,NA,NA,5388,98,NA,NA,NA,157,11,NA,NA,NA,48,13,NA,NA,NA,548,16,NA,NA,NA,29093,97,NA,NA,NA,161,22,NA,NA,NA,16,3,NA,NA,NA,31,3,NA,NA,NA,82,2,NA,NA,NA,0,1,NA,NA,NA,0,1,NA,NA,NA,97,1,NA,NA,NA,591,3,NA,NA,NA,16,1,NA,NA,NA,266,2,NA,NA,NA,15,1,NA,NA,NA,0,2,NA,NA,NA,0,8,NA,NA,NA,0,9,NA,NA,NA,0,14,NA,NA,NA,0,18,NA,NA,NA,0,8,NA,NA,NA,0,35,NA,NA,NA,0,4,NA,NA,NA,12,1,NA,NA,NA,0,6,NA,NA,NA,11,3,NA,NA,NA,0,3,NA,NA,NA,517554,1082,"Tranquille R","nhw","geo","geo05","Chip"
"412",369,800888,12,"2019-10-07","12:50:48","geoChem-Extra-CoFix",NA,12,"No",NA,NA,"PPM",NA,NA,NA,7807,2347,NA,NA,NA,74142,647,NA,NA,NA,248482,900,NA,NA,NA,1540,53,NA,NA,NA,0,62,NA,NA,NA,26184,103,NA,NA,NA,26348,98,NA,NA,NA,5755,97,NA,NA,NA,159,11,NA,NA,NA,37,12,NA,NA,NA,688,16,NA,NA,NA,35466,141,NA,NA,NA,120,23,NA,NA,NA,20,3,NA,NA,NA,33,3,NA,NA,NA,83,2,NA,NA,NA,3,1,NA,NA,NA,0,1,NA,NA,NA,102,1,NA,NA,NA,647,3,NA,NA,NA,18,1,NA,NA,NA,283,2,NA,NA,NA,21,1,NA,NA,NA,0,2,NA,NA,NA,0,8,NA,NA,NA,0,9,NA,NA,NA,0,13,NA,NA,NA,0,17,NA,NA,NA,0,8,NA,NA,NA,0,33,NA,NA,NA,0,4,NA,NA,NA,15,1,NA,NA,NA,0,6,NA,NA,NA,17,3,NA,NA,NA,0,3,NA,NA,NA,572030,1717,"TranquilleR ctx","nhw","geo","geo05","Chip"
"413",369,800888,13,"2019-10-07","12:55:55","geoChem-Extra-CoFix",NA,13,"No",NA,NA,"PPM",NA,NA,NA,0,3364,NA,NA,NA,31619,503,NA,NA,NA,346826,817,NA,NA,NA,0,74,NA,NA,NA,0,57,NA,NA,NA,34909,101,NA,NA,NA,0,103,NA,NA,NA,1043,62,NA,NA,NA,27,8,NA,NA,NA,0,15,NA,NA,NA,84,9,NA,NA,NA,3254,26,NA,NA,NA,0,12,NA,NA,NA,15,3,NA,NA,NA,9,2,NA,NA,NA,19,1,NA,NA,NA,0,1,NA,NA,NA,0,1,NA,NA,NA,125,1,NA,NA,NA,23,1,NA,NA,NA,39,1,NA,NA,NA,273,2,NA,NA,NA,17,1,NA,NA,NA,9,1,NA,NA,NA,0,9,NA,NA,NA,0,10,NA,NA,NA,0,15,NA,NA,NA,0,19,NA,NA,NA,0,8,NA,NA,NA,0,35,NA,NA,NA,5,1,NA,NA,NA,12,1,NA,NA,NA,0,6,NA,NA,NA,15,2,NA,NA,NA,6,1,NA,NA,NA,581672,962,"Duck Mdw 1","nhw","geo","geo06","Chip"
"414",369,800888,14,"2019-10-07","12:59:41","geoChem-Extra-CoFix",NA,14,"No",NA,NA,"PPM",NA,NA,NA,0,1797,NA,NA,NA,38438,406,NA,NA,NA,425560,704,NA,NA,NA,0,41,NA,NA,NA,0,32,NA,NA,NA,36500,81,NA,NA,NA,0,64,NA,NA,NA,1024,52,NA,NA,NA,30,7,NA,NA,NA,49,10,NA,NA,NA,92,8,NA,NA,NA,2481,19,NA,NA,NA,28,6,NA,NA,NA,0,4,NA,NA,NA,7,2,NA,NA,NA,25,1,NA,NA,NA,0,1,NA,NA,NA,0,1,NA,NA,NA,126,1,NA,NA,NA,23,0,NA,NA,NA,41,1,NA,NA,NA,281,1,NA,NA,NA,12,1,NA,NA,NA,0,2,NA,NA,NA,0,7,NA,NA,NA,0,8,NA,NA,NA,0,12,NA,NA,NA,0,15,NA,NA,NA,11,3,NA,NA,NA,0,28,NA,NA,NA,4,1,NA,NA,NA,9,1,NA,NA,NA,11,2,NA,NA,NA,0,4,NA,NA,NA,4,1,NA,NA,NA,495244,800,"Duck Mdw 2","nhw","geo","geo06","Chip"
"415",369,800888,15,"2019-10-07","13:09:17","geoChem-Extra-CoFix",NA,15,"No",NA,NA,"PPM",NA,NA,NA,0,3453,NA,NA,NA,38116,513,NA,NA,NA,331076,783,NA,NA,NA,0,79,NA,NA,NA,0,59,NA,NA,NA,33496,97,NA,NA,NA,429,27,NA,NA,NA,1183,62,NA,NA,NA,0,11,NA,NA,NA,0,15,NA,NA,NA,123,10,NA,NA,NA,5566,34,NA,NA,NA,0,15,NA,NA,NA,8,3,NA,NA,NA,8,2,NA,NA,NA,29,2,NA,NA,NA,0,1,NA,NA,NA,0,1,NA,NA,NA,123,1,NA,NA,NA,25,1,NA,NA,NA,39,1,NA,NA,NA,265,2,NA,NA,NA,16,1,NA,NA,NA,3,1,NA,NA,NA,0,8,NA,NA,NA,0,10,NA,NA,NA,0,14,NA,NA,NA,0,18,NA,NA,NA,0,8,NA,NA,NA,0,33,NA,NA,NA,5,1,NA,NA,NA,13,1,NA,NA,NA,0,6,NA,NA,NA,17,2,NA,NA,NA,4,1,NA,NA,NA,589454,945,"Duck Mdw 2","nhw","geo","geo07","Chip"
"416",369,800888,16,"2019-10-07","13:12:15","geoChem-Extra-CoFix",NA,16,"No",NA,NA,"PPM",NA,NA,NA,0,2386,NA,NA,NA,34122,444,NA,NA,NA,396321,766,NA,NA,NA,0,52,NA,NA,NA,0,40,NA,NA,NA,35988,91,NA,NA,NA,0,77,NA,NA,NA,751,53,NA,NA,NA,0,10,NA,NA,NA,0,14,NA,NA,NA,105,9,NA,NA,NA,3285,24,NA,NA,NA,0,11,NA,NA,NA,0,4,NA,NA,NA,0,3,NA,NA,NA,31,1,NA,NA,NA,3,1,NA,NA,NA,0,1,NA,NA,NA,125,1,NA,NA,NA,22,1,NA,NA,NA,39,1,NA,NA,NA,268,1,NA,NA,NA,12,1,NA,NA,NA,0,2,NA,NA,NA,0,8,NA,NA,NA,0,9,NA,NA,NA,0,13,NA,NA,NA,0,16,NA,NA,NA,0,7,NA,NA,NA,0,31,NA,NA,NA,4,1,NA,NA,NA,9,1,NA,NA,NA,0,5,NA,NA,NA,13,2,NA,NA,NA,0,3,NA,NA,NA,528903,880,"Duck Mdw 2","nhw","geo","geo07","Chip"
"417",369,800888,17,"2019-10-07","13:19:03","geoChem-Extra-CoFix",NA,17,"No",NA,NA,"PPM",NA,NA,NA,0,2754,NA,NA,NA,85167,582,NA,NA,NA,332732,722,NA,NA,NA,0,67,NA,NA,NA,0,46,NA,NA,NA,24797,73,NA,NA,NA,16912,51,NA,NA,NA,3315,77,NA,NA,NA,148,10,NA,NA,NA,0,17,NA,NA,NA,300,12,NA,NA,NA,18222,65,NA,NA,NA,109,16,NA,NA,NA,21,3,NA,NA,NA,86,3,NA,NA,NA,68,2,NA,NA,NA,0,1,NA,NA,NA,0,1,NA,NA,NA,89,1,NA,NA,NA,556,2,NA,NA,NA,4,1,NA,NA,NA,170,1,NA,NA,NA,4,1,NA,NA,NA,0,2,NA,NA,NA,0,8,NA,NA,NA,0,9,NA,NA,NA,0,13,NA,NA,NA,0,17,NA,NA,NA,0,8,NA,NA,NA,0,32,NA,NA,NA,0,3,NA,NA,NA,16,1,NA,NA,NA,0,6,NA,NA,NA,11,3,NA,NA,NA,0,3,NA,NA,NA,517272,962,"Mdcn Ck01","nhw","geo","geo08","Chip"
"418",369,800888,18,"2019-10-07","13:21:27","geoChem-Extra-CoFix",NA,18,"No",NA,NA,"PPM",NA,NA,NA,0,4172,NA,NA,NA,67183,639,NA,NA,NA,285737,791,NA,NA,NA,0,97,NA,NA,NA,0,69,NA,NA,NA,24372,85,NA,NA,NA,16549,59,NA,NA,NA,3179,85,NA,NA,NA,131,11,NA,NA,NA,0,19,NA,NA,NA,291,13,NA,NA,NA,18390,75,NA,NA,NA,120,18,NA,NA,NA,16,3,NA,NA,NA,89,3,NA,NA,NA,69,2,NA,NA,NA,4,1,NA,NA,NA,0,1,NA,NA,NA,89,1,NA,NA,NA,559,3,NA,NA,NA,7,1,NA,NA,NA,173,2,NA,NA,NA,8,1,NA,NA,NA,10,1,NA,NA,NA,0,9,NA,NA,NA,0,10,NA,NA,NA,0,15,NA,NA,NA,0,19,NA,NA,NA,0,9,NA,NA,NA,0,37,NA,NA,NA,0,4,NA,NA,NA,15,1,NA,NA,NA,0,7,NA,NA,NA,30,3,NA,NA,NA,0,4,NA,NA,NA,582979,1084,"Mdcn Ck01","nhw","geo","geo08","Chip"
"419",369,800888,19,"2019-10-07","13:24:00","geoChem-Extra-CoFix",NA,19,"No",NA,NA,"PPM",NA,NA,NA,0,4730,NA,NA,NA,65346,675,NA,NA,NA,276397,824,NA,NA,NA,0,108,NA,NA,NA,0,79,NA,NA,NA,23890,89,NA,NA,NA,16432,62,NA,NA,NA,3018,88,NA,NA,NA,141,11,NA,NA,NA,0,20,NA,NA,NA,281,14,NA,NA,NA,17801,78,NA,NA,NA,72,18,NA,NA,NA,20,3,NA,NA,NA,78,3,NA,NA,NA,65,2,NA,NA,NA,4,1,NA,NA,NA,0,1,NA,NA,NA,85,1,NA,NA,NA,547,3,NA,NA,NA,7,1,NA,NA,NA,171,2,NA,NA,NA,9,1,NA,NA,NA,15,1,NA,NA,NA,0,10,NA,NA,NA,0,11,NA,NA,NA,0,16,NA,NA,NA,0,21,NA,NA,NA,0,9,NA,NA,NA,0,39,NA,NA,NA,0,4,NA,NA,NA,15,1,NA,NA,NA,0,7,NA,NA,NA,29,3,NA,NA,NA,5,1,NA,NA,NA,595572,1136,"Mdcn Ck02","nhw","geo","geo09","Chip"
"420",369,800888,20,"2019-10-07","13:26:31","geoChem-Extra-CoFix",NA,20,"No",NA,NA,"PPM",NA,NA,NA,0,3767,NA,NA,NA,77322,698,NA,NA,NA,312921,872,NA,NA,NA,0,91,NA,NA,NA,0,64,NA,NA,NA,24631,90,NA,NA,NA,16912,63,NA,NA,NA,3273,94,NA,NA,NA,135,12,NA,NA,NA,0,21,NA,NA,NA,300,14,NA,NA,NA,18223,80,NA,NA,NA,88,19,NA,NA,NA,21,3,NA,NA,NA,85,4,NA,NA,NA,68,2,NA,NA,NA,5,1,NA,NA,NA,0,1,NA,NA,NA,90,1,NA,NA,NA,554,3,NA,NA,NA,6,1,NA,NA,NA,170,2,NA,NA,NA,7,1,NA,NA,NA,6,1,NA,NA,NA,0,10,NA,NA,NA,0,11,NA,NA,NA,0,16,NA,NA,NA,0,21,NA,NA,NA,0,9,NA,NA,NA,0,39,NA,NA,NA,0,4,NA,NA,NA,14,1,NA,NA,NA,0,7,NA,NA,NA,24,3,NA,NA,NA,0,4,NA,NA,NA,545144,1176,"Mdcn Ck02","nhw","geo","geo09","Chip"
"421",369,800888,21,"2019-10-07","13:29:41","geoChem-Extra-CoFix",NA,21,"No",NA,NA,"PPM",NA,NA,NA,0,3585,NA,NA,NA,76907,667,NA,NA,NA,297228,817,NA,NA,NA,313,51,NA,NA,NA,0,62,NA,NA,NA,24297,85,NA,NA,NA,17460,62,NA,NA,NA,4666,99,NA,NA,NA,144,11,NA,NA,NA,0,20,NA,NA,NA,408,15,NA,NA,NA,26164,97,NA,NA,NA,154,22,NA,NA,NA,29,3,NA,NA,NA,57,3,NA,NA,NA,72,2,NA,NA,NA,0,2,NA,NA,NA,0,1,NA,NA,NA,87,1,NA,NA,NA,519,3,NA,NA,NA,10,1,NA,NA,NA,207,2,NA,NA,NA,11,1,NA,NA,NA,4,1,NA,NA,NA,0,9,NA,NA,NA,0,10,NA,NA,NA,0,15,NA,NA,NA,0,19,NA,NA,NA,0,9,NA,NA,NA,0,36,NA,NA,NA,0,4,NA,NA,NA,15,1,NA,NA,NA,0,6,NA,NA,NA,16,3,NA,NA,NA,0,3,NA,NA,NA,551230,1138,"Crscbt Lk","nhw","geo","geo10","Chip"
"422",369,800888,22,"2019-10-07","13:31:46","geoChem-Extra-CoFix",NA,22,"No",NA,NA,"PPM",NA,NA,NA,0,4130,NA,NA,NA,71562,701,NA,NA,NA,287412,863,NA,NA,NA,0,97,NA,NA,NA,0,70,NA,NA,NA,23524,90,NA,NA,NA,17754,67,NA,NA,NA,4677,106,NA,NA,NA,141,12,NA,NA,NA,0,21,NA,NA,NA,445,16,NA,NA,NA,25608,103,NA,NA,NA,183,23,NA,NA,NA,32,4,NA,NA,NA,50,3,NA,NA,NA,75,3,NA,NA,NA,4,1,NA,NA,NA,0,1,NA,NA,NA,85,1,NA,NA,NA,515,3,NA,NA,NA,10,1,NA,NA,NA,206,2,NA,NA,NA,14,1,NA,NA,NA,6,1,NA,NA,NA,0,10,NA,NA,NA,0,11,NA,NA,NA,0,16,NA,NA,NA,0,21,NA,NA,NA,0,9,NA,NA,NA,0,40,NA,NA,NA,0,4,NA,NA,NA,14,1,NA,NA,NA,0,7,NA,NA,NA,24,3,NA,NA,NA,5,2,NA,NA,NA,567654,1206,"Crscbt Lk","nhw","geo","geo10","Chip"
"423",369,800888,23,"2019-10-07","13:33:53","geoChem-Extra-CoFix",NA,23,"No",NA,NA,"PPM",NA,NA,NA,0,2272,NA,NA,NA,100459,619,NA,NA,NA,389560,783,NA,NA,NA,0,57,NA,NA,NA,0,39,NA,NA,NA,25117,76,NA,NA,NA,17141,55,NA,NA,NA,4566,92,NA,NA,NA,132,11,NA,NA,NA,0,17,NA,NA,NA,419,14,NA,NA,NA,25201,82,NA,NA,NA,166,20,NA,NA,NA,27,3,NA,NA,NA,42,3,NA,NA,NA,66,2,NA,NA,NA,3,1,NA,NA,NA,0,1,NA,NA,NA,83,1,NA,NA,NA,511,2,NA,NA,NA,7,1,NA,NA,NA,203,2,NA,NA,NA,9,1,NA,NA,NA,0,2,NA,NA,NA,0,8,NA,NA,NA,0,9,NA,NA,NA,0,13,NA,NA,NA,0,17,NA,NA,NA,0,8,NA,NA,NA,0,34,NA,NA,NA,0,4,NA,NA,NA,13,1,NA,NA,NA,0,6,NA,NA,NA,0,5,NA,NA,NA,0,3,NA,NA,NA,436275,1008,"Crscbt Lk s","nhw","geo","geo10","Chip"
"424",369,800888,24,"2019-10-07","13:38:20","geoChem-Extra-CoFix",NA,24,"No",NA,NA,"PPM",NA,NA,NA,0,3863,NA,NA,NA,84928,772,NA,NA,NA,226103,788,NA,NA,NA,2294,69,NA,NA,NA,0,72,NA,NA,NA,19922,84,NA,NA,NA,46159,148,NA,NA,NA,8743,136,NA,NA,NA,251,15,NA,NA,NA,0,25,NA,NA,NA,1230,26,NA,NA,NA,62592,221,NA,NA,NA,320,37,NA,NA,NA,0,5,NA,NA,NA,24,3,NA,NA,NA,107,3,NA,NA,NA,7,1,NA,NA,NA,0,1,NA,NA,NA,81,1,NA,NA,NA,1362,6,NA,NA,NA,26,1,NA,NA,NA,167,2,NA,NA,NA,15,1,NA,NA,NA,0,2,NA,NA,NA,0,9,NA,NA,NA,0,10,NA,NA,NA,0,15,NA,NA,NA,0,19,NA,NA,NA,0,9,NA,NA,NA,0,38,NA,NA,NA,0,4,NA,NA,NA,17,2,NA,NA,NA,0,7,NA,NA,NA,24,4,NA,NA,NA,0,4,NA,NA,NA,545629,1380,"Criss Ck","nhw","geo","geo11","Chip"
"425",369,800888,25,"2019-10-07","13:44:34","geoChem-Extra-CoFix",NA,25,"No",NA,NA,"PPM",NA,NA,NA,0,4369,NA,NA,NA,80712,809,NA,NA,NA,223596,836,NA,NA,NA,2146,73,NA,NA,NA,0,80,NA,NA,NA,19800,89,NA,NA,NA,46383,159,NA,NA,NA,8471,142,NA,NA,NA,236,15,NA,NA,NA,0,27,NA,NA,NA,1204,27,NA,NA,NA,60179,228,NA,NA,NA,247,38,NA,NA,NA,19,5,NA,NA,NA,22,3,NA,NA,NA,105,4,NA,NA,NA,5,1,NA,NA,NA,0,1,NA,NA,NA,89,1,NA,NA,NA,1350,6,NA,NA,NA,24,1,NA,NA,NA,167,2,NA,NA,NA,14,1,NA,NA,NA,7,2,NA,NA,NA,0,10,NA,NA,NA,0,11,NA,NA,NA,0,16,NA,NA,NA,0,20,NA,NA,NA,0,10,NA,NA,NA,0,43,NA,NA,NA,0,5,NA,NA,NA,18,2,NA,NA,NA,0,7,NA,NA,NA,29,4,NA,NA,NA,0,4,NA,NA,NA,555174,1459,"Criss Ck","nhw","geo","geo11","Chip"
"426",369,800888,26,"2019-10-07","13:49:12","geoChem-Extra-CoFix",NA,26,"No",NA,NA,"PPM",NA,NA,NA,0,5312,NA,NA,NA,77567,834,NA,NA,NA,214223,852,NA,NA,NA,2049,76,NA,NA,NA,0,89,NA,NA,NA,19271,92,NA,NA,NA,47334,171,NA,NA,NA,8376,146,NA,NA,NA,232,16,NA,NA,NA,0,27,NA,NA,NA,1179,27,NA,NA,NA,59523,238,NA,NA,NA,307,39,NA,NA,NA,17,5,NA,NA,NA,18,3,NA,NA,NA,103,4,NA,NA,NA,7,1,NA,NA,NA,0,1,NA,NA,NA,85,2,NA,NA,NA,1354,7,NA,NA,NA,26,1,NA,NA,NA,163,3,NA,NA,NA,15,1,NA,NA,NA,9,2,NA,NA,NA,0,10,NA,NA,NA,0,11,NA,NA,NA,0,17,NA,NA,NA,0,21,NA,NA,NA,0,10,NA,NA,NA,0,41,NA,NA,NA,9,3,NA,NA,NA,14,2,NA,NA,NA,0,8,NA,NA,NA,35,5,NA,NA,NA,0,5,NA,NA,NA,568082,1508,"Criss Ck","nhw","geo","geo11","Chip"
